gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,PCA_1,PCA_2
0,-0.43991649313097614,0,1,-0.62591876415828,1,0,0,0,0,0,0,2,2,0,1,3,-0.0020504069191315333,-0.5248385954261489,1,2,-0.7570673261109795,-0.0903546865546915
0,2.273158691738958,1,0,1.5729808767233588,1,2,1,2,2,2,2,0,0,2,1,1,1.0498670941860242,1.9800512611463297,0,0,3.030365056056561,1.47670662552237
1,2.273158691738958,1,0,-1.2367242199587352,1,0,1,0,0,2,0,2,2,0,1,1,1.0216165451832002,-0.9272253098745368,0,1,-0.4362332093868877,2.8609601794219666
0,-0.43991649313097614,1,1,-0.21871512695797646,1,0,0,2,2,2,2,0,0,1,0,3,0.046141706085686136,-0.17988839592617856,0,2,-0.28294097394745177,-0.26734093822511046
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737066981,-0.9985022148585647,0,1,-2.1565864256226406,-0.24586396730950308
1,2.273158691738958,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,-0.9874431472224551,0,1,-1.3227413126281538,2.373330009026948
0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,0,2,2,0,2,0,0,1.1678546811978192,2.1940585679967946,0,0,2.8357502779053756,-0.8966039998331646
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,-0.8675151742344638,1,1,-1.1687217955721798,0.180988496541325
0,-0.43991649313097614,0,0,0.5549717837226001,1,0,1,0,0,2,0,0,0,0,1,1,0.33363258711442517,0.5590824768363802,0,2,0.7693895047166014,-0.5548707647426959
1,-0.43991649313097614,0,0,0.06632741908223598,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,0.559501882595035,1,2,1.0182234539849946,-0.05956966829742326
0,-0.43991649313097614,0,0,-0.8702409464784621,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,-0.5194083945509333,1,1,-0.34409956231881383,0.3330215463354898
1,-0.43991649313097614,1,1,-0.9109613101984924,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,-0.79740819057721,0,1,-1.3412958166578137,-0.10585032021468245
0,-0.43991649313097614,1,1,1.5322605130033284,1,2,0,2,2,0,0,2,0,2,1,1,0.14751132309581955,1.1436237344647615,0,0,1.5988532498497725,-1.0394759727781187
0,-0.43991649313097614,1,1,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,-0.82277120198218,0,2,-1.6735058204166608,-0.49699171588229296
0,-0.43991649313097614,0,0,1.247217966963116,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,1.1388116052338793,0,0,1.613444405753821,-0.8286111075020589
0,-0.43991649313097614,1,0,-0.7888002190384014,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,-0.5741298090617433,0,2,-0.6903724706156419,0.09130299926265845
0,-0.43991649313097614,0,0,0.6771328748826912,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,0.7173088177857488,0,0,1.099535491122256,-0.5211719694315221
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,-0.9645965703694143,0,1,-1.6352178714051044,0.030007347115128164
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5280628361338618,-0.9437808003477547,1,1,-1.1062936301950062,0.34606440913045783
1,-0.43991649313097614,0,0,0.7992939660427822,1,2,0,2,0,0,2,2,2,2,1,1,0.4981504901308714,0.8546531667515656,0,0,1.1788698114253575,-0.6314168774145522
0,-0.43991649313097614,1,1,1.4915401492832983,1,2,0,2,0,2,2,0,0,2,1,1,-0.020330173920958795,0.8706788815296407,0,0,1.3147179309982975,-1.0398741635564532
0,2.273158691738958,0,0,0.43281069256250915,1,2,1,0,2,0,0,2,0,0,1,2,0.8471278601657574,0.687310269048278,0,2,1.455165551395861,1.9950202502056342
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,1,2,2,0,0,2,2,0,1,1,1.141265929195161,-0.3776933961001872,1,2,-0.14100698749392093,0.2685333629770828
0,2.273158691738958,1,0,-0.30015585439803716,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,-0.23366062898319062,0,2,0.10745736614952926,2.1693074161431474
0,2.273158691738958,1,0,-0.9924020376385531,1,2,1,0,2,0,0,0,0,0,1,1,0.5280628361338618,-0.7278309826150992,1,1,-0.4146921697587673,2.596160238269835
0,2.273158691738958,1,1,1.125056875803025,1,0,0,2,2,2,2,0,2,1,1,1,0.33529438411459117,0.9599681601485298,0,0,1.7624383861892907,1.554469082513019
1,2.273158691738958,0,0,-0.5851984004382496,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,-0.2337047769577859,1,2,0.3762512859195126,2.5348892911747063
0,-0.43991649313097614,1,1,1.247217966963116,1,2,1,2,0,0,0,2,2,1,1,1,1.1595456961969886,1.7788468669284871,0,0,2.357714168164901,-0.7126746911455364
1,2.273158691738958,1,1,1.369379058123207,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,2.116645094544028,0,0,3.206263657624546,1.654323276103255
0,-0.43991649313097614,1,1,0.06632741908223598,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,-0.612604768921502,0,2,-1.085533242664923,-0.7302215829523617
0,-0.43991649313097614,0,0,1.6137012404433893,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,2.4598293750601874,0,0,3.1345993472139493,-0.8547759623791785
0,-0.43991649313097614,1,0,0.5956921474426305,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,1.070669206446114,0,2,1.548754785719258,-0.3765319025627315
1,-0.43991649313097614,0,0,1.125056875803025,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,1.398953545536378,0,0,1.881513843629894,-0.7174059096395714
1,-0.43991649313097614,1,0,1.6137012404433893,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,0.3002429017844411,0,0,0.6464226035897448,-1.2316632123821307
0,-0.43991649313097614,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,-0.5848798408756862,0,2,-0.9430002668552485,-0.20153772722428134
0,-0.43991649313097614,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795457,-0.6289615935090412,1,1,-0.5173581827593149,0.3417269481912696
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,-0.8996548997398044,0,1,-1.1427459908999515,0.27129079008064483
1,-0.43991649313097614,1,0,0.5956921474426305,1,2,1,0,2,0,0,0,0,1,1,2,0.46989994112804756,0.6041354849108307,0,2,0.8886226781211138,-0.5338155661240147
0,-0.43991649313097614,0,0,-0.055833672077855064,1,0,0,0,2,2,2,2,2,2,0,3,0.47987072312904416,0.09504311586572828,0,2,0.2010761255088938,-0.2297298432174334
0,-0.43991649313097614,1,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,-0.5964466102196411,0,0,-0.7947985934646924,-1.0144528701583984
1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,-0.6156730531558716,0,1,-0.7249903578545602,0.1776401202097915
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,-0.9857655241878356,0,1,-1.674801982535247,0.04537554180413702
0,-0.43991649313097614,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,-0.5259202208037324,0,0,-0.6996231386218535,-1.050460556722073
1,2.273158691738958,1,1,1.2879383306831464,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,2.1266446107898513,0,0,3.2196432056271944,1.71414580703517
1,-0.43991649313097614,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,-0.3784880596429018,0,0,-0.31552356353148825,-1.176813869025081
0,-0.43991649313097614,0,1,-1.1960038562387048,1,0,0,2,0,0,2,0,2,0,1,0,-0.00869759491979612,-0.9291015987948348,0,1,-1.3392712691233417,0.16554680614298278
0,2.273158691738958,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,1.7030447945484464,0,0,2.7445948332680365,1.8759758073632977
0,-0.43991649313097614,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,0.1796527091775211,0,2,0.2065324040989277,-0.6988602508895514
0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,2,2,0,0,0,0,0,0,3,-0.33607160395252245,-0.7945164982412213,0,1,-1.3005729948225566,-0.025283016621827605
1,2.273158691738958,0,0,-0.0965540357978854,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,-0.07532391809733362,0,2,0.40951419744448553,2.128639600530919
0,-0.43991649313097614,1,1,0.5142514200025698,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,-0.4703158468010176,0,2,-0.7299612039498754,-0.8999206826939635
0,-0.43991649313097614,0,1,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.48485611412954227,-0.9723886878854755,1,1,-1.168803070037915,0.3512527385508718
0,-0.43991649313097614,1,1,-0.8702409464784621,0,1,0,2,0,0,0,2,2,0,0,2,-0.47233895796614456,-0.7578295313525703,0,1,-1.2765215597094905,-0.11554354140317309
0,-0.43991649313097614,1,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,0,0.34526516611558833,-0.7880488199630175,1,1,-0.9823549892492419,0.1965910916726027
0,-0.43991649313097614,0,0,0.3920903288424788,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107767,0.9030834948825526,0,2,1.3809468688667643,-0.2478204377891947
0,-0.43991649313097614,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,-0.5777057950039584,0,0,-0.8049521773422929,-1.00236078154194
1,-0.43991649313097614,0,0,-0.9516816739185228,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,-0.6018105891329637,0,1,-0.41915826863973293,0.3878695931235601
0,-0.43991649313097614,1,0,0.10704778280226633,1,0,0,2,0,0,0,2,0,1,1,0,-0.08680205392760396,-0.029343802556382977,0,2,-0.07048838846020324,-0.44464620823776657
0,-0.43991649313097614,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,-0.5407760142550334,0,2,-0.794983356179752,-0.9876104657288488
0,-0.43991649313097614,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,-0.5981242332542606,0,2,-0.8889092872297409,-0.9579242398913868
1,-0.43991649313097614,1,0,-0.13727439951791576,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,-0.5618566721242643,0,2,-1.0200341017689265,-0.5746970278894067
1,-0.43991649313097614,1,1,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,0.12727113732025933,0,2,0.24652880065553165,-0.1904932269616427
1,2.273158691738958,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,-0.9744415687041545,0,1,-0.8309370890952685,2.6706264923335925
1,-0.43991649313097614,1,1,1.369379058123207,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,1.5153055325821543,0,0,1.995519348633657,-0.8802883698202565
0,-0.43991649313097614,0,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,2.130176448757471,0,0,2.8198446029677346,-0.6728077138206905
1,-0.43991649313097614,0,0,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,2.2855993933200414,0,0,2.9121372224052857,-0.8986226056273029
0,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.47156173812821356,-0.5980138633177725,1,1,-0.683324861487972,0.13698552313134216
1,-0.43991649313097614,1,1,1.5729808767233588,1,2,0,2,2,0,2,0,0,1,1,1,0.06940686408801149,1.0890347638777371,0,0,1.5469551122247263,-1.0706624028279685
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,-0.957157636650115,1,1,-2.0258196220473987,-0.30106726904122727
1,-0.43991649313097614,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,-0.5186137310082188,0,0,-0.6849897763917036,-1.0453399107402657
0,2.273158691738958,1,0,-0.30015585439803716,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,0.10268071547070626,1,2,0.8037256515825809,2.4190399694585882
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.9985022148585647,0,1,-2.1565864256226406,-0.24586396730950308
0,-0.43991649313097614,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,-0.9988333246680291,0,1,-2.169111151179505,-0.2534351850507589
1,-0.43991649313097614,0,0,0.22920887396235737,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,0.5843792662794571,0,2,0.9379944771459012,-0.23645797581348837
0,2.273158691738958,1,0,1.369379058123207,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,0.3290494552078404,0,0,1.0028372567003252,1.253356219183896
1,-0.43991649313097614,1,0,1.4508197855632678,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,2.3530574985015806,1,0,3.0159400595190373,-0.7568579691310613
1,-0.43991649313097614,0,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,-0.9631838351823664,0,1,-1.9764341832232877,-0.26726656185299125
0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,2.216728552951454,0,0,2.920347528499233,-0.8564653892939933
0,-0.43991649313097614,0,0,-0.015113308357824713,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,-0.5978814193939866,0,2,-1.035417408290399,-0.6502121794750281
1,-0.43991649313097614,0,0,0.43281069256250915,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,0.7237544220766552,0,2,1.1308066520253974,-0.3345110558246503
1,-0.43991649313097614,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,-0.4055728420570864,0,0,-0.1885359282831293,-1.368298354998202
1,-0.43991649313097614,1,0,0.9214550572028734,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,1.3054481353436427,1,0,1.8204993962813638,-0.5624994734940472
0,-0.43991649313097614,0,0,0.7992939660427822,1,0,0,2,0,2,2,0,0,1,0,1,-0.22639300194155818,0.33567165139712757,0,0,0.4810923977229912,-0.783757242351686
0,-0.43991649313097614,0,0,0.43281069256250915,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,0.7382349577438965,0,2,1.0959861135852846,-0.3638514303826696
0,2.273158691738958,1,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,0.2588100276268009,1,2,0.8141798782584115,1.9998899097896785
0,-0.43991649313097614,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,0.5039858045415107,0,0,0.8055836122622413,-1.015161754657641
1,-0.43991649313097614,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.8977565368322087,0,1,-0.9027311560555702,0.4187741298826233
0,-0.43991649313097614,0,0,0.14776814652229667,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,-0.510159393873229,0,2,-0.8734440814822676,-0.711074649481204
0,-0.43991649313097614,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,-0.5373986941984968,1,1,-0.3389340620800743,0.374366590963997
0,-0.43991649313097614,0,0,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,-0.6387182958945911,0,2,-1.0161806343096427,-0.8724984885728029
1,-0.43991649313097614,1,1,-0.21871512695797646,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,-0.05753228433544878,0,2,0.10984319680319937,-0.09018350046931332
0,-0.43991649313097614,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,1.427539359086801,0,0,1.972976278815154,-0.562349460432602
0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9576432643706626,0,1,-2.0094490693176357,-0.3191405478642272
1,-0.43991649313097614,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,-0.9060784300434129,1,1,-1.1617239619669717,0.26300663788724093
0,-0.43991649313097614,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,-0.8527476767323534,0,1,-1.4259788064097243,-0.04306285279972361
0,-0.43991649313097614,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9796510297063937,0,1,-2.066271491506944,-0.2855229624629649
1,-0.43991649313097614,0,0,0.025607055362205634,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,0.32922604710622144,0,2,0.5593762069321175,-0.1910393098579767
0,2.273158691738958,0,0,-0.21871512695797646,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,-0.06464010824528367,1,2,0.4033712802069118,2.2044782613121603
1,-0.43991649313097614,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,-0.2463310976920268,0,0,-0.01609936941895332,-1.3473351815343524
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9987008807442433,0,1,-2.164101260956759,-0.25040669795425663
1,2.273158691738958,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,0.7520311998049115,0,0,1.5710053191901265,1.2348664972762393
0,-0.43991649313097614,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,-0.4707352525596724,0,2,-0.4626282526982473,0.17655272538467576
0,-0.43991649313097614,1,1,-0.30015585439803716,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,-0.3440305654713106,1,2,-0.5592482635255155,-0.2930068012347813
1,-0.43991649313097614,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,0.4318480140528753,0,0,0.75915475704101,-1.0904440694910946
1,-0.43991649313097614,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,-0.9917696487327894,1,1,-1.9019170059663923,-0.09191587323730163
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,-0.9715498763681658,1,1,-1.7201844710012937,-0.018821004128276694
0,-0.43991649313097614,0,0,0.43281069256250915,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,-0.48285387158606796,0,2,-0.7863227875387264,-0.8711160786338622
0,-0.43991649313097614,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.22224837755031904,0,2,-0.25519236030485554,-0.11351210614946432
0,-0.43991649313097614,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,-0.4433193603360234,0,0,-0.37959764954083075,-1.2384836625981885
1,-0.43991649313097614,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,-0.4906459891021293,0,0,-0.5774783256283216,-1.1361942913806318
0,2.273158691738958,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,-0.9763178576244527,1,1,-0.9019105339175016,2.627722925133143
0,2.273158691738958,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,1.8293742238527486,0,0,2.8178692829021967,1.3978828303768718
0,-0.43991649313097614,0,0,-0.9924020376385531,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,-0.7585800469206894,1,1,-1.0062565273787867,0.13747388648161854
0,-0.43991649313097614,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,1.6287658272919416,0,0,2.2374924921465307,-0.6493350098641889
1,-0.43991649313097614,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,1.3275883446031598,0,0,1.8325874539921359,-0.8231132027325264
1,2.273158691738958,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,-0.23209337588505932,0,0,0.39288010029842485,1.0357324556646446
0,-0.43991649313097614,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,1.8254229801264736,0,0,2.423248835779923,-0.7541282995205907
1,-0.43991649313097614,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,-0.9803353233126202,0,1,-2.109665174173309,-0.283539975660072
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,-0.987266555324074,1,1,-1.7315807383930333,0.011052688043777346
1,-0.43991649313097614,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,-0.15538627002581593,0,2,-0.22666748128147937,-0.33110476429433217
1,-0.43991649313097614,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,-0.5344187059133176,0,2,-0.7294390096007379,-0.011175094290128206
