gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,PCA_1,PCA_2
0,2.273158691738958,1,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,0.2588100276268009,1,2,0.8141798782584102,1.9998899097896783
0,-0.43991649313097614,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,0.5039858045415107,0,0,0.8055836122622426,-1.0151617546576417
1,-0.43991649313097614,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.8977565368322087,0,1,-0.902731156055571,0.4187741298826244
0,-0.43991649313097614,0,0,0.14776814652229667,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,-0.510159393873229,0,2,-0.8734440814822672,-0.7110746494812052
0,-0.43991649313097614,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,-0.5373986941984968,1,1,-0.3389340620800749,0.3743665909639985
0,-0.43991649313097614,0,0,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,-0.6387182958945911,0,2,-1.016180634309642,-0.8724984885728048
1,-0.43991649313097614,1,1,-0.21871512695797646,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,-0.05753228433544878,0,2,0.10984319680319937,-0.09018350046931241
0,-0.43991649313097614,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,1.427539359086801,0,0,1.9729762788151548,-0.5623494604326004
0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9576432643706626,0,1,-2.009449069317636,-0.31914054786422846
1,-0.43991649313097614,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,-0.9060784300434129,1,1,-1.1617239619669726,0.2630066378872415
0,-0.43991649313097614,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,-0.8527476767323534,0,1,-1.425978806409725,-0.043062852799723855
0,-0.43991649313097614,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9796510297063937,0,1,-2.0662714915069444,-0.2855229624629661
1,-0.43991649313097614,0,0,0.025607055362205634,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,0.32922604710622144,0,2,0.5593762069321178,-0.19103930985797554
0,2.273158691738958,0,0,-0.21871512695797646,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,-0.06464010824528367,1,2,0.4033712802069102,2.20447826131216
1,-0.43991649313097614,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,-0.2463310976920268,0,0,-0.01609936941895171,-1.3473351815343548
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9987008807442433,0,1,-2.16410126095676,-0.25040669795425785
1,2.273158691738958,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,0.7520311998049115,0,0,1.5710053191901263,1.2348664972762375
0,-0.43991649313097614,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,-0.4707352525596724,0,2,-0.46262825269824775,0.17655272538467678
0,-0.43991649313097614,1,1,-0.30015585439803716,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,-0.3440305654713106,1,2,-0.5592482635255154,-0.2930068012347814
1,-0.43991649313097614,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,0.4318480140528753,0,0,0.7591547570410114,-1.0904440694910955
1,-0.43991649313097614,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,-0.9917696487327894,1,1,-1.901917005966393,-0.09191587323730231
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,-0.9715498763681658,1,1,-1.7201844710012941,-0.01882100412827712
0,-0.43991649313097614,0,0,0.43281069256250915,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,-0.48285387158606796,0,2,-0.7863227875387256,-0.8711160786338636
0,-0.43991649313097614,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.22224837755031904,0,2,-0.25519236030485554,-0.11351210614946373
0,-0.43991649313097614,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,-0.4433193603360234,0,0,-0.37959764954082936,-1.2384836625981908
1,-0.43991649313097614,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,-0.4906459891021293,0,0,-0.5774783256283204,-1.1361942913806338
0,2.273158691738958,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,-0.9763178576244527,1,1,-0.901910533917504,2.6277229251331424
0,2.273158691738958,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,1.8293742238527486,0,0,2.8178692829021963,1.3978828303768718
0,-0.43991649313097614,0,0,-0.9924020376385531,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,-0.7585800469206894,1,1,-1.0062565273787873,0.137473886481619
0,-0.43991649313097614,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,1.6287658272919416,0,0,2.2374924921465316,-0.6493350098641872
1,-0.43991649313097614,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,1.3275883446031598,0,0,1.8325874539921372,-0.8231132027325255
1,2.273158691738958,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,-0.23209337588505932,0,0,0.39288010029842474,1.0357324556646412
0,-0.43991649313097614,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,1.8254229801264736,0,0,2.423248835779924,-0.754128299520589
1,-0.43991649313097614,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,-0.9803353233126202,0,1,-2.1096651741733092,-0.2835399756600733
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,-0.987266555324074,1,1,-1.731580738393034,0.011052688043776992
1,-0.43991649313097614,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,-0.15538627002581593,0,2,-0.22666748128147918,-0.331104764294332
1,-0.43991649313097614,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,-0.5344187059133176,0,2,-0.7294390096007383,-0.011175094290127825
